Region Name,Country,Type,Subsidies amount (USD in 2018),Data Type,Source of information
"South, Central America and Carribbean",Honduras,Fishing access,3170.57,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Honduras,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",Honduras,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",Honduras,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Honduras,Rural fisher communities,127561.829055864,Modeled,
"South, Central America and Carribbean",Jamaica,Fisheries mangt.,7177468.85606943,Reported,"['Jamaica, Estimates of Expenditure for 2018/19', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management']"
"South, Central America and Carribbean",Jamaica,Fishery R&D,0,not found evidence of subsidy,
"South, Central America and Carribbean",Jamaica,MPAs,2341910.64481799,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Jamaica,Boat constsruct. & renov.,564819.901037189,Modeled,
"South, Central America and Carribbean",Jamaica,Fisheries dev. projects,1670627.47696785,Modeled,
"South, Central America and Carribbean",Jamaica,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Jamaica,Markt. & storage infrast.,1268894.43288108,Modeled,
"South, Central America and Carribbean",Jamaica,Tax exemption,1987893.2108,Reported,"['Jamaica, Tax Expenditure Statement 2019']"
"South, Central America and Carribbean",Jamaica,Fishing access,0,not found evidence of subsidy,
"South, Central America and Carribbean",Jamaica,Fuel subsidies,16499732.1545794,Modeled,
"South, Central America and Carribbean",Jamaica,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",Jamaica,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Jamaica,Rural fisher communities,294526.72074,Reported,"['Jamaica, Estimates of Expenditure for 2018/19']"
"South, Central America and Carribbean",Nicaragua,Fisheries mangt.,6190010.01194116,Modeled,
"South, Central America and Carribbean",Nicaragua,Fishery R&D,499891.693562354,Modeled,
"South, Central America and Carribbean",Nicaragua,MPAs,822950.754251684,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Nicaragua,Boat constsruct. & renov.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Nicaragua,Fisheries dev. projects,7802142.82087856,Modeled,
"South, Central America and Carribbean",Nicaragua,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Nicaragua,Markt. & storage infrast.,11029543.4871261,Modeled,
"South, Central America and Carribbean",Nicaragua,Tax exemption,1299419.0605024,Modeled,
"South, Central America and Carribbean",Nicaragua,Fishing access,6772.18,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Nicaragua,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",Nicaragua,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",Nicaragua,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Nicaragua,Rural fisher communities,0,not found evidence of subsidy,
"South, Central America and Carribbean",Panama,Fisheries mangt.,8772484,Reported,['Panama Presupuesto General del Estado 2018']
"South, Central America and Carribbean",Panama,Fishery R&D,785741.5,Reported,['Panama Presupuesto General del Estado 2018']
"South, Central America and Carribbean",Panama,MPAs,5674465.08957107,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Panama,Boat constsruct. & renov.,2804049.56705443,Modeled,
"South, Central America and Carribbean",Panama,Fisheries dev. projects,785741.5,Reported,['Panama Presupuesto General del Estado 2018']
"South, Central America and Carribbean",Panama,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Panama,Markt. & storage infrast.,6299429.03680321,Modeled,
"South, Central America and Carribbean",Panama,Tax exemption,9763502.64220084,Modeled,
"South, Central America and Carribbean",Panama,Fishing access,830060.96,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Panama,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",Panama,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",Panama,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Panama,Rural fisher communities,8200052,Reported,['Panama Informe a la Nacion 2017-2018']
"South, Central America and Carribbean",Peru,Fisheries mangt.,19736523.1423026,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management']"
"South, Central America and Carribbean",Peru,Fishery R&D,21835433.2959123,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
"South, Central America and Carribbean",Peru,MPAs,3039490.03086307,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Peru,Boat constsruct. & renov.,38599299.8681476,Modeled,
"South, Central America and Carribbean",Peru,Fisheries dev. projects,8312520.55608774,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)', 'OECDStat, Overseas Development Aid, Fishery Development']"
"South, Central America and Carribbean",Peru,Fishing port develop.,66514157.9709682,Modeled,
"South, Central America and Carribbean",Peru,Markt. & storage infrast.,31899962.5340893,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
"South, Central America and Carribbean",Peru,Tax exemption,134400037.245292,Modeled,
"South, Central America and Carribbean",Peru,Fishing access,63405.52,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Peru,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",Peru,Fisher assistance,2699781.98961699,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)', 'OECDStat, Overseas Development Aid, Fisheries Training']"
"South, Central America and Carribbean",Peru,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Peru,Rural fisher communities,1370490.00562221,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
"South, Central America and Carribbean",St Kitts Nev,Fisheries mangt.,583528.404615685,Modeled,
"South, Central America and Carribbean",St Kitts Nev,Fishery R&D,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Kitts Nev,MPAs,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Kitts Nev,Boat constsruct. & renov.,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Kitts Nev,Fisheries dev. projects,230459.131922915,Modeled,
"South, Central America and Carribbean",St Kitts Nev,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Kitts Nev,Markt. & storage infrast.,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Kitts Nev,Tax exemption,271296.539262211,Modeled,
"South, Central America and Carribbean",St Kitts Nev,Fishing access,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Kitts Nev,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Kitts Nev,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Kitts Nev,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Kitts Nev,Rural fisher communities,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Lucia,Fisheries mangt.,339108.650779321,Modeled,
"South, Central America and Carribbean",St Lucia,Fishery R&D,79454.1617776908,Modeled,
"South, Central America and Carribbean",St Lucia,MPAs,1428882.62445752,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",St Lucia,Boat constsruct. & renov.,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Lucia,Fisheries dev. projects,211513.098995212,Modeled,
"South, Central America and Carribbean",St Lucia,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Lucia,Markt. & storage infrast.,160650.891653936,Modeled,
"South, Central America and Carribbean",St Lucia,Tax exemption,248993.265258069,Modeled,
"South, Central America and Carribbean",St Lucia,Fishing access,65746.23,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",St Lucia,Fuel subsidies,783123.583219819,Modeled,
"South, Central America and Carribbean",St Lucia,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Lucia,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Lucia,Rural fisher communities,42496.0805762633,Modeled,
"South, Central America and Carribbean",St Vincent,Fisheries mangt.,432421.109471563,Modeled,
"South, Central America and Carribbean",St Vincent,Fishery R&D,101317.547367439,Modeled,
"South, Central America and Carribbean",St Vincent,MPAs,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Vincent,Boat constsruct. & renov.,98982.2004908289,Modeled,
"South, Central America and Carribbean",St Vincent,Fisheries dev. projects,292770.108785227,Modeled,
"South, Central America and Carribbean",St Vincent,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Vincent,Markt. & storage infrast.,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Vincent,Tax exemption,344649.034516978,Modeled,
"South, Central America and Carribbean",St Vincent,Fishing access,352578.65,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",St Vincent,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Vincent,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Vincent,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",St Vincent,Rural fisher communities,54189.7184538039,Modeled,
"South, Central America and Carribbean",Suriname,Fisheries mangt.,9538126.84724199,Modeled,
"South, Central America and Carribbean",Suriname,Fishery R&D,0,not found evidence of subsidy,
"South, Central America and Carribbean",Suriname,MPAs,635676.827381575,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Suriname,Boat constsruct. & renov.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Suriname,Fisheries dev. projects,3144078.47773478,Modeled,
"South, Central America and Carribbean",Suriname,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Suriname,Markt. & storage infrast.,2388027.09277818,Modeled,
"South, Central America and Carribbean",Suriname,Tax exemption,0,not found evidence of subsidy,
"South, Central America and Carribbean",Suriname,Fishing access,21155.13,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Suriname,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",Suriname,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",Suriname,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Suriname,Rural fisher communities,1195289.49236624,Modeled,
